10.1.1.12.321,10.1.1.100.1923,0.26093806704
10.1.1.12.321,10.1.1.32.4337,0.304690335201
10.1.1.12.321,10.1.1.18.4442,0.217185798879
10.1.1.12.321,10.1.1.27.6143,0.217185798879
10.1.1.10.7153,10.1.1.100.1923,0.135082165763
10.1.1.10.7153,10.1.1.120.5002,0.162294585593
10.1.1.10.7153,10.1.1.14.6586,0.135082165763
10.1.1.10.7153,10.1.1.14.4321,0.135082165763
10.1.1.10.7153,10.1.1.14.9031,0.135082165763
10.1.1.10.7153,10.1.1.49.2019,0.135082165763
10.1.1.10.7153,10.1.1.30.656,0.162294585593
10.1.1.11.9133,10.1.1.35.6616,0.0394893708223
10.1.1.11.9133,10.1.1.47.6038,0.032868069602
10.1.1.11.9133,10.1.1.158.8490,0.032868069602
10.1.1.11.9133,10.1.1.16.1782,0.032868069602
10.1.1.11.9133,10.1.1.119.6111,0.032868069602
10.1.1.11.9133,10.1.1.50.8099,0.032868069602
10.1.1.11.9133,10.1.1.21.4744,0.032868069602
10.1.1.11.9133,10.1.1.19.1644,0.032868069602
10.1.1.11.9133,10.1.1.34.3676,0.0394893708223
10.1.1.11.9133,10.1.1.133.4884,0.032868069602
10.1.1.11.9133,10.1.1.110.383,0.032868069602
10.1.1.11.9133,10.1.1.16.2929,0.0394893708223
10.1.1.11.9133,10.1.1.158.8800,0.032868069602
10.1.1.11.9133,10.1.1.50.5599,0.0461106720427
10.1.1.11.9133,10.1.1.40.3614,0.0461106720427
10.1.1.11.9133,10.1.1.32.7594,0.032868069602
10.1.1.11.9133,10.1.1.48.7248,0.032868069602
10.1.1.11.9133,10.1.1.56.1897,0.032868069602
10.1.1.11.9133,10.1.1.21.3240,0.0461106720427
10.1.1.11.9133,10.1.1.29.4106,0.0394893708223
10.1.1.11.9133,10.1.1.105.1944,0.052731973263
10.1.1.11.9133,10.1.1.49.9222,0.0394893708223
10.1.1.11.9133,10.1.1.34.3249,0.0394893708223
10.1.1.11.9133,10.1.1.131.2084,0.032868069602
10.1.1.11.9133,10.1.1.38.2429,0.032868069602
10.1.1.11.9133,10.1.1.25.1865,0.0394893708223
10.1.1.11.9133,10.1.1.130.3442,0.0394893708223
10.1.1.40.180,10.1.1.13.9919,0.0833333333333
10.1.1.40.180,10.1.1.100.1923,0.0833333333333
10.1.1.40.180,10.1.1.133.4884,0.0833333333333
10.1.1.40.180,10.1.1.108.1115,0.0833333333333
10.1.1.40.180,10.1.1.129.7219,0.0833333333333
10.1.1.40.180,10.1.1.14.483,0.0833333333333
10.1.1.40.180,10.1.1.14.5452,0.0833333333333
10.1.1.40.180,10.1.1.99.4220,0.0833333333333
10.1.1.40.180,10.1.1.56.2721,0.0833333333333
10.1.1.40.180,10.1.1.41.4403,0.0833333333333
10.1.1.40.180,10.1.1.99.7558,0.0833333333333
10.1.1.40.180,10.1.1.44.4475,0.0833333333333
10.1.1.40.183,10.1.1.165.7150,0.13202394787
10.1.1.40.183,10.1.1.31.7527,0.188898221552
10.1.1.40.183,10.1.1.17.339,0.113065856643
10.1.1.40.183,10.1.1.100.1923,0.150982039097
10.1.1.40.183,10.1.1.45.141,0.20785631278
10.1.1.40.183,10.1.1.51.9039,0.0941077654152
10.1.1.40.183,10.1.1.143.9835,0.113065856643
10.1.1.5.9007,10.1.1.19.8752,0.0714285714286
10.1.1.5.9007,10.1.1.12.4018,0.0714285714286
10.1.1.5.9007,10.1.1.112.8784,0.0714285714286
10.1.1.5.9007,10.1.1.110.892,0.0714285714286
10.1.1.5.9007,10.1.1.31.109,0.0714285714286
10.1.1.5.9007,10.1.1.55.2700,0.0714285714286
10.1.1.5.9007,10.1.1.34.4329,0.0714285714286
10.1.1.5.9007,10.1.1.23.9685,0.0714285714286
10.1.1.5.9007,10.1.1.28.8405,0.0714285714286
10.1.1.5.9007,10.1.1.100.1923,0.0714285714286
10.1.1.5.9007,10.1.1.15.8644,0.0714285714286
10.1.1.5.9007,10.1.1.21.7984,0.0714285714286
10.1.1.5.9007,10.1.1.39.3604,0.0714285714286
10.1.1.5.9007,10.1.1.8.4788,0.0714285714286
10.1.1.19.9436,10.1.1.100.1923,0.5
10.1.1.19.9436,10.1.1.112.6217,0.5
10.1.1.104.1989,10.1.1.100.3863,0.217185798879
10.1.1.104.1989,10.1.1.100.1923,0.26093806704
10.1.1.104.1989,10.1.1.40.5107,0.26093806704
10.1.1.104.1989,10.1.1.31.3268,0.26093806704
10.1.1.96.193,10.1.1.100.1923,0.194416518881
10.1.1.96.193,10.1.1.27.9072,0.194416518881
10.1.1.96.193,10.1.1.27.5965,0.166499113285
10.1.1.96.193,10.1.1.36.9055,0.278168735669
10.1.1.96.193,10.1.1.54.6725,0.166499113285
10.1.1.102.7051,10.1.1.100.1923,0.5
10.1.1.102.7051,10.1.1.131.2105,0.5
10.1.1.49.3393,10.1.1.11.4441,0.708960397714
10.1.1.49.3393,10.1.1.100.1923,0.291039602286
10.1.1.137.1105,10.1.1.53.6842,0.0960600389925
10.1.1.137.1105,10.1.1.13.8098,0.0960600389925
10.1.1.137.1105,10.1.1.47.6468,0.0960600389925
10.1.1.137.1105,10.1.1.12.8196,0.154114174307
10.1.1.137.1105,10.1.1.129.7219,0.115411417431
10.1.1.137.1105,10.1.1.56.6970,0.0960600389925
10.1.1.137.1105,10.1.1.20.712,0.134762795869
10.1.1.137.1105,10.1.1.56.3545,0.0960600389925
10.1.1.137.1105,10.1.1.100.1923,0.115411417431
10.1.1.117.9743,10.1.1.100.1923,0.166666666667
10.1.1.117.9743,10.1.1.114.9535,0.166666666667
10.1.1.117.9743,10.1.1.177.431,0.166666666667
10.1.1.117.9743,10.1.1.100.7314,0.166666666667
10.1.1.117.9743,10.1.1.126.4437,0.166666666667
10.1.1.117.9743,10.1.1.113.2503,0.166666666667
10.1.1.12.7580,10.1.1.136.8630,0.0282231395928
10.1.1.12.7580,10.1.1.51.9518,0.0282231395928
10.1.1.12.7580,10.1.1.153.4809,0.0282231395928
10.1.1.12.7580,10.1.1.20.257,0.0339087156211
10.1.1.12.7580,10.1.1.43.6381,0.0282231395928
10.1.1.12.7580,10.1.1.101.7812,0.0282231395928
10.1.1.12.7580,10.1.1.53.4061,0.0339087156211
10.1.1.12.7580,10.1.1.116.1350,0.0282231395928
10.1.1.12.7580,10.1.1.15.3658,0.0282231395928
10.1.1.12.7580,10.1.1.81.4768,0.0452798676778
10.1.1.12.7580,10.1.1.30.8570,0.0339087156211
10.1.1.12.7580,10.1.1.39.1220,0.0339087156211
10.1.1.12.7580,10.1.1.57.5362,0.0282231395928
10.1.1.12.7580,10.1.1.21.5996,0.0339087156211
10.1.1.12.7580,10.1.1.51.4328,0.0339087156211
10.1.1.12.7580,10.1.1.46.746,0.0282231395928
10.1.1.12.7580,10.1.1.131.4136,0.0339087156211
10.1.1.12.7580,10.1.1.30.5464,0.0282231395928
10.1.1.12.7580,10.1.1.40.359,0.0282231395928
10.1.1.12.7580,10.1.1.50.9491,0.0339087156211
10.1.1.12.7580,10.1.1.52.6049,0.0339087156211
10.1.1.12.7580,10.1.1.43.5385,0.0623365957628
10.1.1.12.7580,10.1.1.51.6538,0.0282231395928
10.1.1.12.7580,10.1.1.11.2741,0.0282231395928
10.1.1.12.7580,10.1.1.116.1227,0.0282231395928
10.1.1.12.7580,10.1.1.48.9425,0.0395942916495
10.1.1.12.7580,10.1.1.215.296,0.0339087156211
10.1.1.12.7580,10.1.1.34.8730,0.0282231395928
10.1.1.12.7580,10.1.1.21.815,0.0282231395928
10.1.1.12.7580,10.1.1.54.7209,0.0339087156211
10.1.1.12.7580,10.1.1.51.3723,0.0282231395928
10.1.1.146.419,10.1.1.37.8523,1.0
10.1.1.214.9567,10.1.1.100.1923,1.0
10.1.1.151.4719,10.1.1.137.495,0.611557471394
10.1.1.151.4719,10.1.1.116.3824,0.388442528606
10.1.1.54.1126,10.1.1.45.5888,0.1281098099
10.1.1.54.1126,10.1.1.62.3921,0.1281098099
10.1.1.54.1126,10.1.1.56.1387,0.153917642575
10.1.1.54.1126,10.1.1.41.5699,0.1281098099
10.1.1.54.1126,10.1.1.68.686,0.153917642575
10.1.1.54.1126,10.1.1.156.5481,0.153917642575
10.1.1.54.1126,10.1.1.50.603,0.153917642575
10.1.1.55.5257,10.1.1.48.9378,0.293866845515
10.1.1.55.5257,10.1.1.153.7872,0.353066577242
10.1.1.55.5257,10.1.1.100.1923,0.353066577242
10.1.1.26.2630,10.1.1.100.1923,0.0823830117198
10.1.1.26.2630,10.1.1.45.2483,0.0823830117198
10.1.1.26.2630,10.1.1.14.4754,0.0587232942674
10.1.1.26.2630,10.1.1.37.8716,0.0587232942674
10.1.1.26.2630,10.1.1.54.3660,0.0942128704459
10.1.1.26.2630,10.1.1.118.9066,0.0587232942674
10.1.1.26.2630,10.1.1.42.2177,0.0705531529936
10.1.1.26.2630,10.1.1.33.6882,0.0823830117198
10.1.1.26.2630,10.1.1.41.3563,0.0705531529936
10.1.1.26.2630,10.1.1.39.5959,0.0823830117198
10.1.1.26.2630,10.1.1.33.2256,0.106042729172
10.1.1.26.2630,10.1.1.29.4088,0.0587232942674
10.1.1.26.2630,10.1.1.55.3457,0.0942128704459
10.1.1.26.2631,10.1.1.105.6237,0.107795213207
10.1.1.26.2631,10.1.1.34.9928,0.138753104088
10.1.1.26.2631,10.1.1.56.2257,0.0768373223272
10.1.1.26.2631,10.1.1.4.6938,0.0768373223272
10.1.1.26.2631,10.1.1.31.6497,0.0768373223272
10.1.1.26.2631,10.1.1.62.359,0.0923162677673
10.1.1.26.2631,10.1.1.120.3875,0.0768373223272
10.1.1.26.2631,10.1.1.31.1768,0.0768373223272
10.1.1.26.2631,10.1.1.101.43,0.0768373223272
10.1.1.26.2631,10.1.1.100.1923,0.123274158647
