10.1.1.12.321,10.1.1.100.1923,0.259926780359
10.1.1.12.321,10.1.1.32.4337,9.82036130633e-05
10.1.1.12.321,10.1.1.18.4442,0.000573848929976
10.1.1.12.321,10.1.1.27.6143,0.000197871930376
10.1.1.10.7153,10.1.1.100.1923,0.134314624098
10.1.1.10.7153,10.1.1.120.5002,0.000116215005804
10.1.1.10.7153,10.1.1.14.6586,0.000151049864752
10.1.1.10.7153,10.1.1.14.4321,5.39499057987e-05
10.1.1.10.7153,10.1.1.14.9031,2.63021382164e-05
10.1.1.10.7153,10.1.1.49.2019,0.000337032895957
10.1.1.10.7153,10.1.1.30.656,0.000123122250122
10.1.1.11.9133,10.1.1.35.6616,9.33658214924e-06
10.1.1.11.9133,10.1.1.47.6038,9.61429014225e-05
10.1.1.11.9133,10.1.1.158.8490,0.000104398615698
10.1.1.11.9133,10.1.1.16.1782,0.000745519952039
10.1.1.11.9133,10.1.1.119.6111,0.00100563071801
10.1.1.11.9133,10.1.1.50.8099,0.000226521049504
10.1.1.11.9133,10.1.1.21.4744,0.00233889150382
10.1.1.11.9133,10.1.1.19.1644,0.000132145565802
10.1.1.11.9133,10.1.1.34.3676,0.000416577945481
10.1.1.11.9133,10.1.1.133.4884,0.0189411850227
10.1.1.11.9133,10.1.1.110.383,0.000216652200207
10.1.1.11.9133,10.1.1.16.2929,0.00159377947793
10.1.1.11.9133,10.1.1.158.8800,6.77010105441e-05
10.1.1.11.9133,10.1.1.50.5599,0.00023399910966
10.1.1.11.9133,10.1.1.40.3614,0.000828795539953
10.1.1.11.9133,10.1.1.32.7594,0.00020983866844
10.1.1.11.9133,10.1.1.48.7248,0.000578029986065
10.1.1.11.9133,10.1.1.56.1897,0.000435102444773
10.1.1.11.9133,10.1.1.21.3240,3.93279282529e-05
10.1.1.11.9133,10.1.1.29.4106,5.61762949879e-05
10.1.1.11.9133,10.1.1.105.1944,0.000280686556289
10.1.1.11.9133,10.1.1.49.9222,0.000223557038019
10.1.1.11.9133,10.1.1.34.3249,9.33658214924e-06
10.1.1.11.9133,10.1.1.131.2084,0.00456114179813
10.1.1.11.9133,10.1.1.38.2429,0.000250274694703
10.1.1.11.9133,10.1.1.25.1865,7.47940429708e-05
10.1.1.11.9133,10.1.1.130.3442,1.73471985079e-05
10.1.1.40.180,10.1.1.13.9919,0.000328080089024
10.1.1.40.180,10.1.1.100.1923,0.0794917933617
10.1.1.40.180,10.1.1.133.4884,0.00209620093678
10.1.1.40.180,10.1.1.108.1115,0.000291294462968
10.1.1.40.180,10.1.1.129.7219,0.000477789032288
10.1.1.40.180,10.1.1.14.483,0.000216247347618
10.1.1.40.180,10.1.1.14.5452,0.000162754522237
10.1.1.40.180,10.1.1.99.4220,8.04417329084e-05
10.1.1.40.180,10.1.1.56.2721,5.53375286634e-05
10.1.1.40.180,10.1.1.41.4403,7.98461035591e-05
10.1.1.40.180,10.1.1.99.7558,4.42654707767e-05
10.1.1.40.180,10.1.1.44.4475,9.28274479708e-06
10.1.1.40.183,10.1.1.165.7150,0.00046861300166
